essay_id,teacher_id,Choose,N_BREAK,is_control,student_id,first_name,last_name,first_draft,feedback_level,second_draft,prompt,submit_time,start_revise_time,end_revise_time,revising_time,match_before,match_after
48,116,11.00,23,0,14,J.,K," Yes the author did convince me that fighting against poverty is achievable in our lifetime.
because when you don't know the next meal is coming like for the people in Africa its sad.
when you are sick and don't have help you would hope that someone will come to save you.
In the story it talked about how people are sick and having diseases and need help. some of the people need help. the children barely have school supplies and are passing away because of the diseases coming from the fling insects. winning poverty is a good thing because you are helping more kids in this world not only kids but adults live and have a good and a healthy life.
i think winning poverty is great because kids can get more school supplies and more food.
poverty has helped because it says in the text theirs hospitals,medicine,more food, and water.",2,"Yes the author did convince me that fighting against poverty is achievable in our lifetime.

because when you don't know the next meal is coming like for the people in Africa its sad.

when you are sick and don't have help you would hope that someone will come to save you.

In the story it talked about how people are sick and having diseases and need help. some of the people need help. the children barely have school supplies and are passing away because of the diseases coming from the fling insects. winning poverty is a good thing because you are helping more kids in this world not only kids but adults live and have a good and a healthy life.

i think winning poverty is great because kids can get more school supplies and more food.

poverty has helped because it says in the text theirs hospitals,medicine,more food, and water.
in the school kids couldn't get in because they didn't have the five dollars to get to go to school.
because they were poor but now they have improved they serve lunch at the schools, kids have more school supplies. 
The kids and adults are both poor, don't have food, and cant attend the things they need to survive.                                                       The kids have to go to school but some of them have to stay at home because they need to help with the households.
the people in the story planned to get the people of Sauri out of poverty to assure them access to help people stabilize the economy of life in the communities. ",1,2018-11-27 12:23:02.0,2018-11-28 16:40:44.0,2018-11-28 17:02:59.0,00:22:15,"[did, convince, me, that, fighting, against], [the, people, in, africa, its, sad], [the, children, barely, have, school, supplies], [diseases, coming, from, the, fling, insects], [winning, poverty, is, a, good, thing], [world, not, only, kids, but, adults], [a, good, and, a, healthy, life]","[did, convince, me, that, fighting, against], [the, people, in, africa, its, sad], [the, children, barely, have, school, supplies], [diseases, coming, from, the, fling, insects], [winning, poverty, is, a, good, thing], [world, not, only, kids, but, adults], [a, good, and, a, healthy, life], [and, water, in, the, school, kids], [now, they, have, improved, they, serve, lunch, at, the, schools], [people, of, sauri, out, of, poverty]"
45,116,11.00,23,0,16,D.,P,"i think winning the fight because millennium's village was poor in 2010, the as the time has been going the village is getting better. this is why I say that because they couldn't buy it because they where broke.And the children can easily die from diseases because mosquitoes carry malaria so if the children get bit by the mosquitoes they will die.In 2018 they wanted the village to be a better place by, helping the hospital's by having medicine, free charge, for all most common diseases, and no school fees or net fees or neither.And people are hoping that there kids have the same life they are living to the better life.",2,"i think winning the fight because millennium's village was poor in 2010, the as the time has been going the village is getting better. this is why I say that because they couldn't buy it because they where broke.And the children can easily die from diseases because mosquitoes carry malaria so if the children get bit by the mosquitoes they will die.In 2018 they wanted the village to be a better place by, helping the hospital's by having medicine, free charge, for all most common diseases, and no net fees or neither.And people are hoping that there kids have the same life they are living to the better life. my point is ( they were poor at the beginning then at the end they were rich and they worked together to make the millennium'village a better place). ""Students could not attend school because they did not have enough money to pay the school fee."" evidence from the text.",1,2018-11-27 12:21:11.0,2018-11-28 16:37:41.0,2018-11-28 17:02:39.0,00:21:38,"[brokeand, the, children, can, easily, die, from, diseases, because, mosquitoes], [village, to, be, a, better, place], [helping, the, hospitals, by, having, medicine, free, charge], [most, common, diseases, and, no, school, fees, or, net, fees]","[brokeand, the, children, can, easily, die, from, diseases, because, mosquitoes], [village, to, be, a, better, place], [helping, the, hospitals, by, having, medicine, free, charge], [common, diseases, and, no, net, fees], [students, could, not, attend, school, because]"
57,116,11.00,23,0,19,A.,S,"In this store was a bout the way things were in life like there was a unpaved dirt road made our car jump as they traveled to Millennium Village in Sauri ,Kenya.They went passed the market were a women sat on the dusty ground selling bananas. kids were wrapped in cloth on their mothers' backs,running around in bare feet and tattered clothing. reached the village, we walked to the Bar Sauri. Local leaders take it from there .",1,"In this store was a bout the way things were in life like there was a unpaved dirt road made our car jump as they traveled to Millennium Village in Sauri ,Kenya.They went passed the market were a women sat on the dusty ground selling bananas. kids were wrapped in cloth on their mothers' backs,running around in bare feet and tattered clothing. reached the village, we walked to the Bar Sauri. Local leaders take it from there.In the 2 paragraph it said the goals are supposed to be met by 2050; some other targets are set for  2035. In paragraph 3 it said that on that day in 2010 ,we followed the village leaders into Yala Sub -District Hospital. There were three kids to a bed and two adults to bed. rooms were with patients probably would not receive treatment ,either because the hospital did not have it or the patiens could not afford it. Mosquitoes carry malari, and infect people by biting them.",1,2018-11-27 12:27:41.0,2018-11-28 16:40:34.0,2018-11-28 17:13:23.0,00:32:49,"[in, this, store, was, a, bout], [a, women, sat, on, the, dusty], [their, mothers, backsrunning, around, in, bare]","[in, this, store, was, a, bout], [a, women, sat, on, the, dusty], [their, mothers, backsrunning, around, in, bare], [it, said, the, goals, are, supposed], [followed, the, village, leaders, into, yala], [there, were, three, kids, to, a, bed, and, two], [were, with, patients, probably, would, not], [or, the, patiens, could, not, afford], [mosquitoes, carry, malari, and, infect, people]"
53,116,11.00,23,0,17,K.,R,"     in the story i quote winning the flight against poverty is achievable in our life time and if you don't know what poverty mean it mean like when somebody is poor or have a little or no money 
and it wasn't just one person it was a hole village they had to fight to get better and fight for they health so one day they leader walked in the hospital and all they saw kids that was sick and it was 3 kids on one bed and no doctor only a clinical officer and there was no power or nothing


and they went to go see how there farmers is doing and there crops was dying  and yea so they had to fight so they did because the saw other villages doing it so they did and turn out to be successful and the got hospital and its was no charge and they crops was getting better and they village was getting better.",2,"in the story i quote ''winning the flight against poverty is achievable in our life time and if you don't know what poverty mean it mean like when somebody is poor or have a little or no money''

and it wasn't just one person it was a hole village they had to fight to get better and fight for they health so one day they leader walked in the hospital and all they saw kids that was sick and it was 3 kids on one bed and no doctor only a clinical officer and there was no power or nothing

and they went to go see how there farmers is doing and there crops was dying and yea so they had to fight so they did because the saw other villages doing it so they did and turn out to be successful and the got hospital and its was no charge and they crops was getting better and they village was getting better but it was not over with they still cant afford like doctors or no nurses or nothing they cant do it because the still don,t got the right stuff to do it so they still don,t got the money they just got the hospital so they worked hard and got doctors and they got free charge for every diseases.",1,2018-11-27 12:26:26.0,2018-11-28 16:41:00.0,2018-11-28 17:01:51.0,00:20:51,"[i, quote, winning, the, flight, against], [poverty, is, achievable, in, our, life], [or, no, money, and, it, wasnt], [they, saw, kids, that, was, sick], [was, 3, kids, on, one, bed, and, no, doctor], [doing, and, there, crops, was, dying], [and, turn, out, to, be, successful]","[i, quote, winning, the, flight, against], [poverty, is, achievable, in, our, life], [or, no, money, and, it, wasnt], [they, saw, kids, that, was, sick], [was, 3, kids, on, one, bed, and, no, doctor], [doing, and, there, crops, was, dying], [and, turn, out, to, be, successful], [doctors, and, they, got, free, charge, for, every, diseases]"
64,116,11.00,23,0,05,A.,B,"    in the story A Brighter Future whaned to help people out in a small vilged sauri. 
so she had to raisi money for them and so they could have an education and food.

   when Hannah was just 12 years old wrote about how the people of Sauri lived it was bad
she flelt bad about how they were living so she stared raising money for them but she realis.
that she needs to get it out there and speaed the words so she did and then she said that 
that her goile was 2025 but she also had some goles for 2035. 

  Then she she trying to get all kids into school and get medicine and school supplsi 
and more things the kids needs then a lot of kids were dieing from mosquitoes a desie they crede there was a net that cost $5 that they could not aford and causing adlts to get very sick
and they could not afore frlizer for there crops.


But the the whole thing is about bing hlepful
and thougt ful.",2,"in the story A Brighter Future wanted to help people out in a small village sauri.
so she had to raise money for them and so they could have an education and food.
when Hannah was just 12 years old wrote about how the people of Sauri lived it was bad
she felt bad about how they were living so she stared raising money for them but she realize.
that she needs to get it out there and spread the words so she did and then she said that
that her goal was 2025 but she also had some goals for 2035.
Then she she trying to get all kids into school and get medicine and school supplies
and more things the kids needs then a lot of kids were dying from mosquitoes a disease they carried. There was a net that cost $5 that they could not afford and causing adlts to get very sick
and they could not afford fertilier for there crops
But the the whole thing is about being helpful and thoughtful. then since they could didn't pay there school fee because the were so 
poor and that is very sad that is they need as much money as they can get so.But they hospital need fixing it has no lights 
and so i think it is very sad.",1,2018-11-27 12:28:37.0,2018-11-28 16:36:47.0,2018-11-28 17:15:55.0,00:31:43,"[when, hannah, was, just, 12, years], [to, get, all, kids, into, school, and, get, medicine, and, school], [a, lot, of, kids, were, dieing], [there, was, a, net, that, cost, 5, that, they, could, not, aford]","[when, hannah, was, just, 12, years], [that, that, her, goal, was, 2025], [to, get, all, kids, into, school, and, get, medicine, and, school, supplies], [were, dying, from, mosquitoes, a, disease, they, carried], [there, was, a, net, that, cost, 5, that, they, could, not, afford], [there, crops, but, the, the, whole], [is, about, being, helpful, and, thoughtful], [they, hospital, need, fixing, it, has, no]"
64,116,11.00,23,0,05,A.,B,"    in the story A Brighter Future whaned to help people out in a small vilged sauri. 
so she had to raisi money for them and so they could have an education and food.

   when Hannah was just 12 years old wrote about how the people of Sauri lived it was bad
she flelt bad about how they were living so she stared raising money for them but she realis.
that she needs to get it out there and speaed the words so she did and then she said that 
that her goile was 2025 but she also had some goles for 2035. 

  Then she she trying to get all kids into school and get medicine and school supplsi 
and more things the kids needs then a lot of kids were dieing from mosquitoes a desie they crede there was a net that cost $5 that they could not aford and causing adlts to get very sick
and they could not afore frlizer for there crops.


But the the whole thing is about bing hlepful
and thougt ful.",2,"in the story A Brighter Future wanted to help people out in a small village sauri.
so she had to raise money for them and so they could have an education and food.
when Hannah was just 12 years old wrote about how the people of Sauri lived it was bad
she felt bad about how they were living so she stared raising money for them but she realize.
that she needs to get it out there and spread the words so she did and then she said that
that her goal was 2025 but she also had some goals for 2035.
Then she she trying to get all kids into school and get medicine and school supplies
and more things the kids needs then a lot of kids were dying from mosquitoes a disease they carried. There was a net that cost $5 that they could not afford and causing adlts to get very sick
and they could not afford fertilier for there crops
But the the whole thing is about being helpful and thoughtful. then since they could didn't pay there school fee because the were so 
poor and that is very sad that is they need as much money as they can get so.But they hospital need fixing it has no lights 
and so i think it is very sad.",1,2018-11-27 12:28:37.0,2018-11-28 16:36:47.0,2018-11-28 17:15:55.0,00:31:43,"[when, hannah, was, just, 12, years], [to, get, all, kids, into, school, and, get, medicine, and, school], [a, lot, of, kids, were, dieing], [there, was, a, net, that, cost, 5, that, they, could, not, aford]","[when, hannah, was, just, 12, years], [that, that, her, goal, was, 2025], [to, get, all, kids, into, school, and, get, medicine, and, school, supplies], [were, dying, from, mosquitoes, a, disease, they, carried], [there, was, a, net, that, cost, 5, that, they, could, not, afford], [there, crops, but, the, the, whole], [is, about, being, helpful, and, thoughtful], [they, hospital, need, fixing, it, has, no]"
10,121,8.00,17,1,19,C,T,"Winning the fight against poverty is achievable in our lifetime because if we work hard enough to achieve this goal we can do it, and end poverty which will save many lives across the world.

Winning against poverty is possible because in Africa they have already started ending poverty in 80 villages, for example ""Dramatic changes have occurred in 80 villages across sub-Saharan Africa.""

We need to get rid of poverty because many children and adults are dying from poverty, if a village is poverty-stricken or impoverished then children or adults cannot receive treatment for diseases such as malaria, for example ""The solutions are simple, yet 20,000 kids die from the disease each day.""

We can get rid of poverty because many villages have already been through dramatic changes in poverty, this is important because it would make sure that a lot less adults, and children die from diseases each day, for example ""The Yala Sub-District Hospital has medicine, free of charge, for all of the most common diseases. Water is connected to the hospital, which also has a generator for electricity.""

This is why I think that getting rid of poverty is important and that it is possible to remove poverty in a lot of places and possibly remove it for good, removing poverty would ensure that a lot of children and adults are safe and not dying from common diseases that are easy to cure, and injuries that are healed with treatment.",3,"     Winning the fight against poverty is achievable in our lifetime because if we work hard enough to achieve this goal we can do it, and end poverty which will save many lives across the world.

    Winning against poverty is possible because in Africa they have already started ending poverty in 80 villages, for example ""Dramatic changes have occurred in 80 villages across sub-Saharan Africa.""

    We need to get rid of poverty because many children and adults are dying from poverty, if a village is poverty-stricken or impoverished then children or adults cannot receive treatment for diseases such as malaria, they get malaria through mosquito bites and they can not buy mosquito nets, for example ""The solutions are simple, yet 20,000 kids die from the disease each day.""

    We can get rid of poverty because many villages have already been through dramatic changes in poverty, this is important because it would make sure that a lot less adults, and children die from diseases each day, for example ""The Yala Sub-District Hospital has medicine, free of charge, for all of the most common diseases. Water is connected to the hospital, which also has a generator for electricity.""

    This is why I think that winning the fight against poverty is achievable in our lifetime because if we work hard enough we could get rid of poverty. removing poverty would ensure that a lot of children and adults are safe and not dying from common diseases that are easy to cure, and injuries that are healed with treatment.",1,2018-11-15 15:51:47.0,2018-11-26 20:10:58.0,2018-11-26 20:20:25.0,00:09:27,"[winning, the, fight, against, poverty, is], [poverty, which, will, save, many, lives], [because, in, africa, they, have, already, started, ending, poverty], [occurred, in, 80, villages, across, subsaharan], [poverty, because, many, children, and, adults], [treatment, for, diseases, such, as, malaria], [example, the, solutions, are, simple, yet], [day, for, example, the, yala, subdistrict, hospital, has, medicine, free, of, charge], [water, is, connected, to, the, hospital]","[winning, the, fight, against, poverty, is], [poverty, which, will, save, many, lives], [because, in, africa, they, have, already, started, ending, poverty], [occurred, in, 80, villages, across, subsaharan], [poverty, because, many, children, and, adults], [treatment, for, diseases, such, as, malaria, they, get, malaria, through, mosquito], [example, the, solutions, are, simple, yet], [day, for, example, the, yala, subdistrict, hospital, has, medicine, free, of, charge], [water, is, connected, to, the, hospital]"
18,121,8.00,17,1,02,D,C,"Yes, I do think that we can win the fight against poverty. Just like the Millinennium Villages Project, we can help today's poverty in less than or 8 years. A quote from A Brighter Future about their poverty in 2010 is ""The rooms were packed with patients who probably would not recieve treatment, either because the hospital did not have it or the patients could not afford it.",1,"Yes, I do think that we can win the fight against poverty. Just like the Millinennium Villages Project, we can help today's poverty in less than or 8 years. A quote from A Brighter Future about their poverty in 2010 is ""The rooms were packed with patients who probably would not recieve treatment, either because the hospital did not have it or the patients could not afford it."" But their poverty did decrease over 8 years. Now the Yala Sub-District Hospital has medicine, free of charge, for all of the most common diseases. Water is connected to the hospital, which also has generator for electricity. There are no school fees, and the school now serves lunch for the students. Also the attendence rate is way up.",1,2018-11-15 16:08:41.0,2018-11-16 19:39:10.0,2018-11-26 20:09:36.0,00:33:15,"[we, can, win, the, fight, against], [help, todays, poverty, in, less, than], [2010, is, the, rooms, were, packed], [with, patients, who, probably, would, not], [or, the, patients, could, not, afford]","[we, can, win, the, fight, against], [help, todays, poverty, in, less, than], [2010, is, the, rooms, were, packed], [with, patients, who, probably, would, not], [or, the, patients, could, not, afford], [now, the, yala, subdistrict, hospital, has, medicine, free, of, charge], [all, of, the, most, common, diseases], [water, is, connected, to, the, hospital], [there, are, no, school, fees, and, the, school, now, serves]"
17,121,8.00,17,1,17,C,S,"  The author convinced me that this goal is achievable because of how much Kenya has grown in only eight years. Sauri, Kenya started out rough in many ways, but has also come a long way in such a short period of time. There are many reasons why I believe that Sauri, Africa can reach its goal by 2025-2035.

  One reason why I think Kenya has a change of growing more is because they had the strength to pull through. For example, in paragraph 11 it says ""The people of Sauri have made amazing progress in just eight years."" This just goes to show that if you are willing to, you can accomplish anything.

  Another reason why I think Sauri will grow more by 2025 or 2035 is because it talks about how food production has increased. It says in paragraph 11 that ""The hunger crisis has been addressed with fertilizer and seeds."" This means that Sauri now has food for the entire village, and the kids at the school get food now.

  A concluding reason why Sauri, Kenya will most likely improve by the year 2035 is because they have had a lot to go through and a lot of hard times, but its all better now. It says in paragraph 12 (or the last paragraph) about how ""Dramatic changes have occurred in 80 villages across the sub-Saharan Africa.""

  As you can see, Kenya has changed its villages dramatically since 2010. Poverty is almost over for the country of Kenya but it will continue to grow tremendously over the years.",2,"  The author convinced me that this goal is achievable because of how much Kenya has grown in only eight years. Sauri, Kenya started out rough in many ways, but has also come a long way in such a short period of time. There are many reasons why I believe that Sauri, Africa can reach its goal by 2025-2035. I hope that the author of this passage convinced you too.

  One reason why I think Kenya has a change of growing more is because they had the strength to pull through. For example, in paragraph 11 it says ""The people of Sauri have made amazing progress in just eight years."" This just goes to show that if you are willing to, you can accomplish anything. 

  Another reason why I think Sauri will grow more by 2025 or 2035 is because it talks about how food production has increased. It says in paragraph 11 that ""The hunger crisis has been addressed with fertilizer and seeds."" This means that Sauri now has food for the entire village, and the kids at the school get food now. Sauri has fertile soil at this point because it talks about how the school children are now able to eat lunch at school.

  A concluding reason why Sauri, Kenya will most likely improve by the year 2035 is because they have had a lot to go through and a lot of hard times, but its all better now. It says in paragraph 12 (or the last paragraph) about how ""Dramatic changes have occurred in 80 villages across the sub-Saharan Africa.""

  As you can see, Kenya has changed its villages dramatically since 2010. Poverty is almost over for the country of Kenya but it will continue to grow tremendously over the years.",1,2018-11-15 16:04:41.0,2018-11-16 19:39:03.0,2018-11-16 20:08:05.0,00:29:02,"[kenya, has, grown, in, only, eight], [sauri, kenya, started, out, rough, in], [way, in, such, a, short, period], [of, sauri, have, made, amazing, progress], [paragraph, 11, that, the, hunger, crisis], [been, addressed, with, fertilizer, and, seeds], [and, the, kids, at, the, school], [about, how, dramatic, changes, have, occurred], [in, 80, villages, across, the, subsaharan]","[kenya, has, grown, in, only, eight], [sauri, kenya, started, out, rough, in], [way, in, such, a, short, period], [of, sauri, have, made, amazing, progress], [paragraph, 11, that, the, hunger, crisis], [been, addressed, with, fertilizer, and, seeds], [and, the, kids, at, the, school], [are, now, able, to, eat, lunch, at, school], [about, how, dramatic, changes, have, occurred], [in, 80, villages, across, the, subsaharan]"
3,121,8.00,17,1,04,J,F,"I believe so because the article said ''The people of sauri have made amazing progress in just eight years"". That's how the author convinced me. In 2010 the people were in very bad shape with no electricity, clean water, and medicine. But now in 2018 the people have all of that. Most kids didn't have enough money to go to school but now school is free and the school has more materials for the students. From what I read the author makes me believe that ending poverty is achievable in our lifetime.",2,"I believe so because the article said ''The people of Sauri have made amazing progress in just eight years."" That's how the author convinced me. In 2010 the people were in very bad shape with no electricity, clean water, and medicine. But now in 2018 the people have all of that. Most kids didn't have enough money to go to school but now school is free and the school has more materials for the students. The author ""the Yala Sub-District Hospital has medecine, free of charge for all of the most common diseases. Water is connected to the hospital, which also has a generator for electricity. Bed nets are used in every sleeping site in Sauri. The hunger crisis has been addressed with fertilizer and seeds, as well as the tools needed to maintain the food supply. There are no school fees, and the school now serves lunch for the students.""  This is why i believe that ending poverty in my lifetime is achievable.",1,2018-11-15 15:44:12.0,2018-11-16 19:41:14.0,2018-11-16 20:09:11.0,00:27:57,"[of, sauri, have, made, amazing, progress], [in, very, bad, shape, with, no, electricity, clean, water], [enough, money, to, go, to, school, but, now, school], [and, the, school, has, more, materials], [makes, me, believe, that, ending, poverty]","[of, sauri, have, made, amazing, progress], [in, very, bad, shape, with, no, electricity, clean, water], [enough, money, to, go, to, school, but, now, school], [and, the, school, has, more, materials], [the, author, the, yala, subdistrict, hospital, has, medecine, free, of, charge, for, all, of, the, most, common, diseases], [water, is, connected, to, the, hospital], [bed, nets, are, used, in, every], [the, hunger, crisis, has, been, addressed, with, fertilizer, and, seeds, as, well, as, the, tools], [there, are, no, school, fees, and, the, school, now, serves], [why, i, believe, that, ending, poverty]"
13,121,8.00,17,1,06,A,H,   The author did explain the winning fight against poverty is achievable in our lifetime by saying that there was mosquitoes that carried deadly diseases that could kill kids and make adults badly sick and how kids did not have schools supplies and the did not even have a lunch to eat at school. when they came home they had no energy. dramatic changes have occurred in 80 villages across sub-saharan africa. the progress is encouraging to supports of the millennium villages protect. the author described how the quality of life was improved by the millennium villages project in sauri kenya.,3,"   The author explained that the people did have a winning fight out off poverty and that there was diseases that could kill children and make adults very very sick. they had problems at there school was that they did not have an school supplies and did not give the kids any food at school. i know that they did not have clean water or maybe not even food for them to eat. but one of the diseases was malaria it was common in africa and mosquitoes carried the disease and it infected people by biting them.another example was some kids are needed to help with chores such as fetching water, so kids did have to work as much as the adults. their hospitals were out of shape. there were three kids in bed and two adults in bed. some patients did not get treated because the hospital either did not have the stuff to help them or people could not afford, so yes the author did convince me that it was achievable in our lifetime.",1,2018-11-15 15:56:10.0,2018-11-16 19:40:09.0,2018-11-16 20:15:45.0,00:35:36,"[did, explain, the, winning, fight, against], [that, there, was, mosquitoes, that, carried, deadly, diseases], [could, kill, kids, and, make, adults], [sick, and, how, kids, did, not, have, schools, supplies], [did, not, even, have, a, lunch, to, eat, at, school], [came, home, they, had, no, energy], [dramatic, changes, have, occurred, in, 80, villages, across, subsaharan], [described, how, the, quality, of, life], [millennium, villages, project, in, sauri, kenya]","[a, winning, fight, out, off, poverty], [there, was, diseases, that, could, kill, children, and, make, adults], [school, was, that, they, did, not, have, an, school, supplies], [not, give, the, kids, any, food, at, school], [they, did, not, have, clean, water], [diseases, was, malaria, it, was, common, in, africa, and, mosquitoes, carried, the, disease, and, it, infected, people], [their, hospitals, were, out, of, shape], [some, patients, did, not, get, treated], [them, or, people, could, not, afford]"
6,121,8.00,17,1,21,Student,0,"The author convinced that we can win the fight against poverty in many ways here are some . the first is that there education increased and people got lunch. It said in the passage that ""there are now school fee's .",1,"There are many ways that the author convinced me that we can win the fight of hunger . Here are some examples of how we can when  the fight ""there are now school fees'' . Another sentence is ""Dramatic changes happened in 80 villages across sub-saharan"" .",1,2018-11-15 15:48:29.0,2018-11-16 19:44:29.0,2018-11-16 19:56:02.0,00:11:33,"[we, can, win, the, fight, against], [passage, that, there, are, now, school, fees]","[the, fight, there, are, now, school, fees], [another, sentence, is, dramatic, changes, happened, in, 80, villages, across, subsaharan]"
15,121,8.00,17,1,07,A,H,"HI I am ALYSSA   i am 11 years old and i would really love to help  the people in need.One reason why is many kids in SAURI  did not attend school because their parents could not afford school fees.Especially in 2010 the schools had minimal supplies like books,paper and pencils but the students wanted to learn.ALSO the yala sub district hospital  has medicine free of charge for all of the most common diseases.SECOND reason why is their crops were drying out because they could not afford the necessary fertilizer and irrigation.THE FINAL reason why is  Dramatic changes have occurred in 80 villages across sub-saharan africa.also when  my kids are my age i want this kind of poverty to be a thing of history.",2,"The author did convince me why telling me that those people are starving and getting sick. In 2010 their hospitals were not in good shape. there were three kids to a bed and two adults to a bed.The rooms were packed with patients who probably would not receive treatment either because the hospital did not have it or the patients could not afford it.also mosquitoes that carry malaria come at night and there were 20,000 kids die from it each day. if people could afford bed nets that can last for 5 years .Bed nets could really save million of lives.They also tell me that they had no electricity and they had no running water for the patients.",1,2018-11-15 16:03:56.0,2018-11-16 19:42:10.0,2018-11-16 20:18:40.0,00:36:30,"[many, kids, in, sauri, did, not, attend, school, because, their, parents, could, not, afford], [school, feesespecially, in, 2010, the, schools], [wanted, to, learnalso, the, yala, sub, district, hospital, has, medicine, free, of, charge], [final, reason, why, is, dramatic, changes], [occurred, in, 80, villages, across, subsaharan], [i, want, this, kind, of, poverty]","[me, that, those, people, are, starving, and, getting, sick], [hospitals, were, not, in, good, shape], [there, were, three, kids, to, a, bed, and, two], [with, patients, who, probably, would, not], [or, the, patients, could, not, afford], [mosquitoes, that, carry, malaria, come, at], [if, people, could, afford, bed, nets], [me, that, they, had, no, electricity]"
16,121,8.00,17,1,11,J,M,"The author did convince me that winning the fight against poverty is achievable in my lifetime. I think that winning against poverty is achievable in my lifetime because Kenya has already provided their hospital with medicine that can cure any simple diseases, the hospital has running water, a bed net is also provided in every room of the hospital, a generator to supply them with electricity, and finally the hunger problem has been solved with fertilizer and seeds. According to the text ""The hunger crisis has been addressed with fertilizer and seeds."" Now there are no school fees and the schools now serves lunch for the students. As a result the school attendance is way up. In conclusion, this gives proof that the author did convince me that winning the fight against poverty is possible in my lifetime. ",2,"The author did convince me that winning the fight against poverty is achievable in my lifetime. Kenya was very poor and needed a lot of help before the ""Millennium Villages Projects"" started to help them. They needed bed nets, and malaria was a threatening disease to their kids and it was harmful to the adults also. Bed nets would be very very helpful to them because it would keep the mosquitoes out of their bed when they sleep at night. For example ""A bed net, treated with chemicals that last for five years, keeps malarial mosquitoes away from sleeping people."" I think that winning against poverty is achievable in my lifetime because Kenya has already provided their hospital with medicine that can cure any simple diseases, the hospital has running water, a bed net is also provided in every room of the hospital, a generator to supply them with electricity, and finally the hunger problem has been solved with fertilizer and seeds. According to the text ""The hunger crisis has been addressed with fertilizer and seeds."" Now there are no school fees and the schools now serves lunch for the students. As a result the school attendance is way up. In conclusion, this gives proof that the author did convince me that winning the fight against poverty is possible in my lifetime.",1,2018-11-15 16:04:01.0,2018-11-16 19:38:52.0,2018-11-16 20:04:00.0,00:25:08,"[author, did, convince, me, that, winning], [kenya, has, already, provided, their, hospital, with, medicine, that, can, cure, any, simple, diseases, the, hospital, has, running, water, a, bed, net], [finally, the, hunger, problem, has, been, solved, with, fertilizer, and, seeds], [now, there, are, no, school, fees, and, the, schools, now, serves]","[author, did, convince, me, that, winning], [help, before, the, millennium, villages, projects], [they, needed, bed, nets, and, malaria, was, a, threatening, disease, to, their, kids], [kenya, has, already, provided, their, hospital, with, medicine, that, can, cure], [simple, diseases, the, hospital, has, running, water], [finally, the, hunger, problem, has, been, solved, with, fertilizer, and, seeds], [now, there, are, no, school, fees, and, the, schools, now, serves]"
296,123,7.00,14,0,06,Hun,K,Yes I think that it improved because they can now have more money for things that  they need . Povered is not a thing now because world is capable  meeting these goals . Medicine is free and over half of the village has deb nets so they will not get sick. Food supply people do not go to bed hungry.,1,Yes I think that it improved because they can now have more money for things that they need . Povered is not a thing now because world is capable meeting these goals . Medicine is free and over half of the village has deb nets so they will not get sick. Food supply people do not go to bed hungry.,1,2018-12-03 10:19:00.0,2018-12-05 14:42:59.0,2018-12-05 15:04:05.0,00:21:06,"[medicine, is, free, and, over, half], [food, supply, people, do, not, go, to, bed]","[medicine, is, free, and, over, half], [food, supply, people, do, not, go, to, bed]"
297,123,7.00,14,0,11,Aid,P, I think they can win the fight against poverty but it is going to be hard because they do not have much money. But I still think they can but there is one point in there life were they are going to run in to it again. maybe someone will give a lot of money to the country and they will not be pore. someone that has a good job that pays a lot  they can give them money. someone can find a way to make money. also people can trad or borrow.,1,I think they can win the fight against poverty but it is going to be hard because they do not have much money. But I still think they can but there is one point in there life were they are going to run in to it again. maybe someone will give a lot of money to the country and they will not be pore so more and more people will be wealthy and they will not run in to as much problems as they had wen they were pore.  Someone that has a good job that pays a lot they can give them money and maybe lots of other people will get that job and they will be wealthy. Also people can trad or borrow. and if they do that they will not have to worry about money but they can use the money that they have to buy new produces wen they other ones get worn out.,1,2018-12-03 10:19:02.0,2018-12-05 14:40:14.0,2018-12-05 15:05:48.0,00:25:34,"[they, can, win, the, fight, against], [be, hard, because, they, do, not]","[they, can, win, the, fight, against], [be, hard, because, they, do, not], [they, had, wen, they, were, pore]"
